ID	GENE_SYMBOL	ENSEMBL_ID
(+)E1A_r60_1		
(+)E1A_r60_3		
(+)E1A_r60_a104		
(+)E1A_r60_a107		
(+)E1A_r60_a135		
(+)E1A_r60_a20		
(+)E1A_r60_a22		
(+)E1A_r60_a97		
(+)E1A_r60_n11		
(+)E1A_r60_n9		
(-)3xSLv1		
A_24_P728006		
A_24_P729905	AGAP7	
A_24_P73075	TTC12	ENST00000314756
A_24_P732099	HBBP1	ENST00000454892
A_24_P73290	ATP2A2	ENST00000377685
A_24_P73370	ULK1	ENST00000321867
A_24_P73389	STK24	ENST00000376533
A_24_P734268	C9orf57	ENST00000377024
A_24_P734720	CCNYL1	ENST00000392209
A_24_P734953	TRNP1	ENST00000531285
A_24_P73535	C14orf119	ENST00000319074
A_24_P73577	ALDH1A2	
A_24_P73599	IL16	ENST00000394653
A_24_P73669	GSPT1	ENST00000420576
A_24_P73730	CCDC113	ENST00000443128
A_24_P737939	C6orf154	ENST00000468319
A_24_P738168	FREM3	ENST00000329798
A_24_P73943	COX11	ENST00000299335
A_24_P739582		
A_24_P740620	CASP14L	ENST00000428155
A_24_P74064	ZFP161	
A_24_P74070	PARD6G	ENST00000353265
A_24_P740705	RPS19BP1	ENST00000491966
A_24_P74160	SNRPD2	ENST00000391932
A_24_P742352	LINC00442	ENST00000456737
A_24_P74329	ZNF493	
A_24_P743672		
A_24_P74371	CTSA	ENST00000354880
A_24_P743802	ZNF618	ENST00000288466
A_24_P743869	BBIP1	
A_24_P743907	DNM1L	ENST00000452533
A_24_P74487	FAM165B	ENST00000489469
A_24_P74508	SLC25A18	ENST00000327451
A_24_P74559	CYTH4	ENST00000457992
A_24_P74571	CBY1	ENST00000489847
A_24_P7467	OTOL1	ENST00000327928
A_24_P74896	GPR144	ENST00000334810
A_24_P74932	PLP2	ENST00000376322
A_24_P74981	KDM1A	ENST00000465864
A_24_P750305	LOC643837	
A_24_P75072	SMUG1	
A_24_P750817	IGSF23	ENST00000441389
A_24_P751074	ETS1	ENST00000392668
A_24_P751247		ENST00000433110
A_24_P75127		ENST00000487727
A_24_P751492	C9orf128	ENST00000423537
A_24_P75157	TCP10	ENST00000464222
A_24_P75158	PTAR1	ENST00000377200
A_24_P75190	HBD	ENST00000429817
A_24_P75220	MAGI1	ENST00000402939
A_24_P752208		
A_24_P75230	MYL12B	ENST00000430005
A_24_P753161	BMPR2	ENST00000374580
A_24_P753476	LOC340508	
A_24_P75456		ENST00000445031
A_24_P75460	VWC2L	ENST00000477752
A_24_P754803	RPL10	ENST00000436473
A_24_P754817	EFTUD1	ENST00000268206
A_24_P756289	SOX2-OT	
A_24_P756766	CDRT15	ENST00000420162
A_24_P75680	SLC4A8	ENST00000546663
A_24_P75718		
A_24_P758256		
A_24_P7584	LY6G5C	ENST00000460141
A_24_P75917	CCDC144A	ENST00000420937
A_24_P75920	CCDC159	ENST00000427879
A_24_P7594	APOL6	
A_24_P759477	ITGB8	
A_24_P759584	DIO3OS	ENST00000556120
A_24_P75963	DSCR4	ENST00000328264
A_24_P759674	OBFC1	
A_24_P759822	LOC151658	ENST00000497811
A_24_P7600	FBXL7	ENST00000329673
A_24_P76018	C3orf71	ENST00000408959
A_24_P76078		
A_24_P760960	SKINTL	ENST00000452503
A_24_P7629	RPL32P3	ENST00000510078
A_24_P76300		ENST00000317656
A_24_P763243	EEF1A1	ENST00000391977
A_24_P76358		
A_24_P764690	ZNF720	ENST00000544044
A_24_P7652	MAP7D2	ENST00000330274
A_24_P76546	WASF2	ENST00000430629
A_24_P765552	LOC100128644	
A_24_P766208	RPL3	ENST00000465618
A_24_P76649	GPRIN3	ENST00000333209
A_24_P76666	CSNK2A1	
A_24_P766716	CMKLR1	
A_24_P76675	MFAP3L	ENST00000510306
A_24_P76740	CC2D1B	ENST00000438021
A_24_P767901		
A_24_P76854	KRTAP2-1	ENST00000391419
A_24_P76879	TSPYL1	ENST00000368608
A_24_P769359	WNK1	
A_24_P769672	C12orf73	ENST00000549960
A_24_P76995	ZDHHC17	ENST00000551407
A_24_P77082	KMO	ENST00000366555
A_24_P772436	LOC100189589	
A_24_P772488	PLXNA4	ENST00000359827
A_24_P77364	BOLA3	ENST00000469676
A_24_P7750		
A_24_P775249	LOC400657	
A_24_P77676	HSPA9	ENST00000541333
A_24_P77681	PAIP1	ENST00000308863
A_24_P778836	RSL1D1	
A_24_P778906		ENST00000435913
A_24_P7790	WFDC10B	ENST00000330523
A_24_P77904	HOXA10	ENST00000381834
A_24_P77947	CCDC132	ENST00000476413
A_24_P77968	FLNC	ENST00000325888
A_24_P780052	RPSA	
A_24_P78161	PLAA	ENST00000397292
A_24_P781615	AOC4	
A_24_P781757	LOC148413	
A_24_P782308	NEDD4L	
A_24_P783008	LOC200726	ENST00000441223
A_24_P784765	CD59	
A_24_P785293	SNHG1	
A_24_P78556	RASSF8	ENST00000539545
A_24_P786357	LOC389043	ENST00000437751
A_24_P786388	CATSPER4	ENST00000338855
A_24_P786713		
A_24_P787889	TMEM191B	
A_24_P787897	XYLT1	
A_24_P787947	YPEL2	ENST00000312655
A_24_P788373		
A_24_P788878	C2CD4B	ENST00000380392
A_24_P79040	CAPN12	ENST00000328867
A_24_P79054	TGFB1	ENST00000221930
A_24_P79070	GNG8	ENST00000300873
A_24_P791040	FBXW2	
A_24_P79153	SCAMP4	ENST00000472442
A_24_P791669	ZNF879	ENST00000444149
A_24_P791829	NUFIP2	ENST00000225388
A_24_P792124	SCN9A	ENST00000303354
A_24_P79241	UBOX5	ENST00000217173
A_24_P7934		
A_24_P79403	PF4	ENST00000296029
A_24_P794458	MOBP	ENST00000383754
A_24_P7946	EXOC4	ENST00000486013
A_24_P794648	RBMY2EP	ENST00000444169
A_24_P795371	LOC644192	
A_24_P795594	ALG9	
A_24_P79617	KIAA0040	
A_24_P796321	LEUTX	ENST00000556180
A_24_P7965	ESRRG	
A_24_P79712	FAM36A	ENST00000411948
A_24_P79755	AKR1A1	
A_24_P79808	PBXIP1	ENST00000539880
A_24_P79855		
A_24_P801079		
A_24_P80135	PTPN18	ENST00000175756
A_24_P80138	PDCL3	ENST00000264254
A_24_P80181	TMEM127	ENST00000258439
A_24_P80204	MALL	ENST00000272462
A_24_P802145	IRS1	
A_24_P80338	NEK4	ENST00000233027
A_24_P804667	METTL12	ENST00000398922
A_24_P80500	BDH2	
A_24_P80532	CCNG2	ENST00000354403
A_24_P807031	ATP6AP1L	ENST00000439350
A_24_P8075		ENST00000446344
A_24_P80776	C6orf228	ENST00000416247
A_24_P808100	MCTS1	ENST00000424799
A_24_P808522	RPS14	
A_24_P8088	RIOK1	ENST00000379834
A_24_P810290	PPAPDC1A	ENST00000369073
A_24_P810697	MXRA7	ENST00000375036
A_24_P8109	ANO9	ENST00000524802
A_24_P811704	PPFIBP1	
A_24_P81298	PPP6C	ENST00000373547
A_24_P813147	TUBB8	ENST00000328974
A_24_P813550		ENST00000390629
A_24_P81514	RPP30	ENST00000371703
A_24_P816384	UBE2Q2P1	ENST00000339094
A_24_P8165	SLC15A1	ENST00000376494
A_24_P817863	UNC80	ENST00000439458
A_24_P818010	LOC100133161	
A_24_P818268		
A_24_P81841	CDKN1B	ENST00000228872
A_24_P818529		
A_24_P81900	SLC2A3	ENST00000486749
A_24_P81947	CORO1C	ENST00000261401
A_24_P81965	RAP2A	ENST00000245304
A_24_P820037	SLC6A17	ENST00000450985
A_24_P82032	RHOJ	
A_24_P82074	CPSF2	ENST00000298875
A_24_P82106	MMP14	ENST00000311852
A_24_P82135	SECISBP2L	ENST00000261847
A_24_P82142	TCF12	
A_24_P82155	ANKDD1A	ENST00000487867
A_24_P8220	HS6ST1	ENST00000259241
A_24_P822692	LOC643669	
A_24_P822704	TMEM198	ENST00000344458
A_24_P822931	LOC100329135	ENST00000371970
A_24_P823684	HSP90AB1	ENST00000371556
A_24_P82419	H3F3B	ENST00000254810
A_24_P824592	RBMX	
A_24_P82466	GAS7	
A_24_P82493	DCAKD	ENST00000342350
A_24_P825874	POTEE	
A_24_P82630	SMCHD1	ENST00000320876
A_24_P826348	ZC3H6	ENST00000409871
A_24_P827	SUPT3H	ENST00000371461
A_24_P827037	LRRC15	ENST00000347624
A_24_P82749	CD37	ENST00000391859
A_24_P827491	PA2G4	ENST00000417031
A_24_P82880	TPM4	ENST00000538887
A_24_P829183	FLJ32255	
A_24_P82957	RNF114	ENST00000244061
A_24_P830667	RPL21	ENST00000473558
A_24_P830690	PDPK1	ENST00000441549
A_24_P83075	LOC100509196	
A_24_P831309	C1orf229	ENST00000408893
A_24_P8318	AFF4	ENST00000491831
A_24_P83183	WHSC2	ENST00000411638
A_24_P832156	FAM120AOS	ENST00000520403
A_24_P832426	B3GALTL	ENST00000343307
A_24_P83272	MAGEB4	ENST00000378982
A_24_P833129	ISPD	ENST00000479493
A_24_P833256	LOC100506898	
A_24_P83379	WDFY3	ENST00000426414
A_24_P83437	ZNF326	ENST00000361911
A_24_P83455	C1orf126	
A_24_P83544		ENST00000535261
A_24_P835500	ITPRIPL2	ENST00000381440
A_24_P83586	MMACHC	ENST00000401061
A_24_P83615	NLRP1	ENST00000262467
A_24_P83678	MMS22L	ENST00000275053
A_24_P8371	SPNS2	ENST00000329078
A_24_P83738	ASTN2	ENST00000361477
A_24_P83787	DISC1	
A_24_P83808		ENST00000413112
A_24_P838448	LINC00340	
A_24_P838483	C12orf74	ENST00000397833
A_24_P838947	TBC1D3P5	
A_24_P83899	GRM5	ENST00000305447
A_24_P83922	SNRPC	ENST00000540181
A_24_P839254	RPP14	ENST00000295959
A_24_P840042	FLJ43390	
A_24_P84008		
A_24_P84021		
A_24_P84048		
A_24_P841677	CXorf23	ENST00000539038
A_24_P842006	C16orf93	ENST00000544643
A_24_P842172	LOC349196	
A_24_P843020		
A_24_P84340	MAST4	ENST00000478569
A_24_P84396	KIAA1199	ENST00000394683
A_24_P84401		
A_24_P84419	VAV2	ENST00000325440
A_24_P84428	CACYBP	ENST00000426793
A_24_P844984	PIGR	ENST00000356495
A_24_P845072	FAM91A1	ENST00000445225
A_24_P84508		
A_24_P8454	SPAG9	
A_24_P84608		
A_24_P84657	MUC2	ENST00000333592
A_24_P84752		
A_24_P84781		
A_24_P84808		
A_24_P848091	LINC00032	ENST00000425633
A_24_P84822	GUSBP1	
A_24_P84873		
A_24_P84880	LOC148709	ENST00000456105
A_24_P84898	FEN1	ENST00000305885
A_24_P8494	SEC61B	ENST00000498603
A_24_P84970		
A_24_P849801	RPL22	ENST00000234875
A_24_P850428		ENST00000494591
A_24_P85158	SIRT3	ENST00000529937
A_24_P85181	ZFYVE20	ENST00000253699
A_24_P85200	C14orf43	ENST00000286523
A_24_P85243	FAM153A	ENST00000360669
A_24_P85258	KIAA1751	ENST00000270720
A_24_P852601	HNF4G	ENST00000396423
A_24_P852756	HLA-DQA2	ENST00000447735
A_24_P85317	CHD2	ENST00000553323
A_24_P854492	MIAT	
A_24_P85478	ARIH1	ENST00000299305
A_24_P854913	METTL21A	ENST00000411432
A_24_P85511	ANKRD26	ENST00000376087
A_24_P85537	MAP3K13	ENST00000439882
A_24_P855508	C9orf153	ENST00000469914
A_24_P85557	GPR37	ENST00000303921
A_24_P85619		
A_24_P857527	RAET1K	ENST00000533735
A_24_P857624	LOC100131096	ENST00000374976
A_24_P85775	C1orf38	ENST00000373927
A_24_P85850	BNIPL	ENST00000485855
A_24_P85881	GPR113	ENST00000447444
A_24_P85942	GCC2	
A_24_P860703	LOC388796	
A_24_P860797	PAIP2B	ENST00000244221
A_24_P861009	BRWD1	ENST00000341322
A_24_P86240	BMP2K	ENST00000335016
A_24_P86246	PRDM9	ENST00000296682
A_24_P862886	DRD5	ENST00000304374
A_24_P863775	EML6	ENST00000356458
A_24_P86389	HIST1H2AM	ENST00000359611
A_24_P865	C6orf204	ENST00000472713
A_24_P865226	LOC440356	ENST00000398859
A_24_P865245		
A_24_P865672		
A_24_P867342	AFMID	ENST00000409431
A_24_P86868	METTL10	ENST00000464099
A_24_P86993	JAM3	ENST00000441717
A_24_P87036	ANO1	ENST00000530676
A_24_P870620	PTN	ENST00000348225
A_24_P870799	GRIK3	ENST00000373091
A_24_P87114	USP30	ENST00000491362
A_24_P873414	PLEKHB2	ENST00000234115
A_24_P873659	MALAT1	
A_24_P873764	BCR	
A_24_P874052		ENST00000431993
A_24_P87458	FBF1	ENST00000337792
A_24_P87490	FAM18B2	ENST00000518506
A_24_P876408	C11orf95	ENST00000433688
A_24_P876522	GPX8	
A_24_P8768	MRPL20	ENST00000487659
A_24_P87746	KIR2DS4	
A_24_P87763	EEF2	ENST00000309311
A_24_P878388		
A_24_P87931	APOL1	
A_24_P879740	MAP1B	ENST00000296755
A_24_P880043	PCGF5	ENST00000336126
A_24_P88031	C8orf33	ENST00000331434
A_24_P88079	MUC6	ENST00000421673
A_24_P88266	PROX1	ENST00000498508
A_24_P882732		ENST00000399211
A_24_P882914	C10orf46	ENST00000369151
A_24_P883629	C2orf49	ENST00000258457
A_24_P884376		
A_24_P88554	PEX11B	ENST00000537888
A_24_P88565	SLC50A1	ENST00000484157
A_24_P886040	DCP2	ENST00000389063
A_24_P88696	SCG2	ENST00000450330
A_24_P88763	LOXL3	ENST00000264094
A_24_P88775	ZNF514	ENST00000411425
A_24_P887857		
A_24_P88800	COX7A2L	ENST00000464443
A_24_P88801	NPHP1	
A_24_P88850	MRAS	
A_24_P88921	XPC	ENST00000449060
A_24_P889720	UBC	ENST00000542416
A_24_P89080	DCK	ENST00000286648
A_24_P892472	EMX2OS	
A_24_P892494	LOC285548	ENST00000501050
A_24_P89413	TRIM39	ENST00000376656
A_24_P89426	APOM	ENST00000375916
A_24_P89457	CDKN1A	
A_24_P89509	TRMT11	ENST00000453993
A_24_P89512	BCLAF1	ENST00000527613
A_24_P896205	LOC645722	
A_24_P89701	IMPDH1	
A_24_P897062	ZNF736	ENST00000355095
A_24_P89835	MAPK15	ENST00000475376
A_24_P89843	CYHR1	ENST00000306145
A_24_P89872	ZNF189	ENST00000374861
A_24_P89891	TRAF1	ENST00000373887
A_24_P898945	C18orf19	ENST00000402563
A_24_P89911	NAIF1	ENST00000373078
A_24_P89971	SURF4	ENST00000371989
A_24_P90097	ADD3	ENST00000277900
A_24_P901986		
A_24_P902052	SNHG13	
A_24_P90216	LGR4	ENST00000379214
A_24_P902728	CAPRIN1	ENST00000389645
A_24_P904903	DDX39B	
A_24_P90878	THUMPD1	ENST00000396083
A_24_P90881	CES3	ENST00000303334
A_24_P9090	HNRPDL	ENST00000295470
A_24_P90900	CTRL	ENST00000319955
A_24_P910060		
A_24_P910297	GOLGA2	ENST00000342583
A_24_P910667	GAFA3	
A_24_P910688	C19orf67	ENST00000343945
A_24_P910733	CCDC50	ENST00000392456
A_24_P91094	RUNDC3A	ENST00000225441
A_24_P911094	RABL2A	ENST00000376439
A_24_P911288	HPX-2	
A_24_P911362	TNXB	ENST00000427181
A_24_P91140	RPL23A	ENST00000422514
A_24_P911464	PMS1	ENST00000409985
A_24_P911607	WNT7B	ENST00000339464
A_24_P91165	CACNB1	ENST00000536613
A_24_P911676	SOX4	ENST00000244745
A_24_P911906	PCDH17	
A_24_P912041		
A_24_P912048	MGC50722	
A_24_P912366	FAM160A1	ENST00000505231
A_24_P912372	KIAA0754	ENST00000530275
A_24_P912439	AKNA	ENST00000312033
A_24_P91310	PSMC4	ENST00000157812
A_24_P913115	PTEN	
A_24_P913227	CDC23	ENST00000394884
A_24_P913339	C2orf18	ENST00000429494
A_24_P913716	B3GNT7	ENST00000287590
A_24_P91405	ZNF709	ENST00000397732
A_24_P914495	MARK2	
A_24_P914513	BCKDHB	ENST00000320393
A_24_P914625	BEND4	ENST00000504360
A_24_P91472	ALKBH7	ENST00000245812
A_24_P914817	MKLN1	ENST00000352689
A_24_P914940	MEF2BNB	ENST00000494489
A_24_P915007	NACC1	ENST00000292431
A_24_P915196	C9orf91	ENST00000374049
A_24_P915371	MYEOV2	ENST00000491765
A_24_P91566	BMP7	ENST00000395863
A_24_P915692	PHLDA1	ENST00000266671
A_24_P915806	HNMT	ENST00000280096
A_24_P916141	DCAF7	ENST00000310827
A_24_P916378	HNRPLL	ENST00000410076
A_24_P916496	PRKCA	
A_24_P916614	PTBP3	
A_24_P916656	CRCP	
A_24_P916718	ZNF467	ENST00000302017
A_24_P91701	C22orf43	ENST00000317749
A_24_P917026	NF1	ENST00000358273
A_24_P917178	MB	ENST00000472240
A_24_P917306	ZNF385D	ENST00000494108
A_24_P917686		
A_24_P917759		
A_24_P917819	ANKRD30BP2	
A_24_P917833	TMED10	ENST00000303575
A_24_P917866	SET	
A_24_P917886	MUC5AC	
A_24_P918032	WHAMMP3	
A_24_P918175	LOC653581	
A_24_P918266	TMTC3	ENST00000266712
A_24_P91830	SPANXN3	ENST00000370503
A_24_P91832	ATP1B4	ENST00000218008
A_24_P918384	NSD1	ENST00000361032
A_24_P91852	DYNLT3	ENST00000378578
A_24_P918843	RALGAPA1	ENST00000556839
A_24_P918907	LOC154761	
A_24_P91916	NXT2	ENST00000218004
A_24_P919452		
A_24_P91985	WDR17	ENST00000393643
A_24_P919899	ATPAF1	ENST00000371937
A_24_P91991	NAT8L	ENST00000423729
A_24_P920048	LOC100127972	
A_24_P920125	PPIA	ENST00000468812
A_24_P920188	ZNF24	ENST00000261332
A_24_P920521	COMMD6	ENST00000377615
A_24_P920646	CYP19A1	ENST00000405913
A_24_P920979	ASB7	ENST00000332783
A_24_P921155	C3orf17	ENST00000383675
A_24_P921321	PTPRJ	ENST00000278456
A_24_P921327	TAPT1	ENST00000505317
A_24_P921366	CALD1	
A_24_P921477	METTL23	
A_24_P921610	PAR5	
A_24_P92163		
A_24_P921683	FOXP2	
A_24_P92174		ENST00000390597
A_24_P92183	PABPC1L	ENST00000474208
A_24_P921897	HOOK1	ENST00000371208
A_24_P921933	SRSF1	ENST00000258962
A_24_P922252	SPATA5L1	
A_24_P922357	C22orf39	ENST00000333059
A_24_P922465		
A_24_P92256	SGSM2	ENST00000268989
A_24_P922631	C5orf58	ENST00000521850
A_24_P92267		
A_24_P922849	LOC647589	ENST00000419717
A_24_P922919	ACP1	ENST00000407983
A_24_P923102	PHOSPHO2-KLHL23	ENST00000392647
A_24_P923251	TGM2	ENST00000468262
A_24_P923381		
A_24_P92367	YDJC	ENST00000482998
A_24_P923757	ATF7IP	ENST00000396279
A_24_P923945	UBR4	ENST00000375218
A_24_P924202	PCNXL3	ENST00000439247
A_24_P924261	ERVFRD-1	ENST00000542862
A_24_P92451	LOC729444	ENST00000451257
A_24_P924591	VEZF1	ENST00000258963
A_24_P924611	EMR4P	
A_24_P92472	CFI	ENST00000540104
A_24_P924816	SLC2A13	ENST00000280871
A_24_P924836	CRYZL1	ENST00000399442
A_24_P924862	RAPH1	ENST00000319170
A_24_P925040	CAV2	
A_24_P925062	MXRA7	ENST00000355797
A_24_P925314	GM2A	ENST00000357164
A_24_P92558	ZNF674	ENST00000414387
A_24_P925635	SEPT7P2	ENST00000338231
A_24_P925664	MDM2	ENST00000544648
A_24_P925737	C1orf226	ENST00000367932
A_24_P925799		ENST00000390369
A_24_P926195	MAN1A2	ENST00000422329
A_24_P926367	THRAP3	ENST00000354618
A_24_P926400	GGA1	ENST00000414350
A_24_P926507	SLC14A1	
A_24_P926631	DNAH8	ENST00000373278
A_24_P926684	UBE2D3	ENST00000503418
A_24_P926760	NKTR	ENST00000466553
A_24_P926783	ZNF880	ENST00000422689
A_24_P92680		ENST00000540599
A_24_P926960	MEGF6	
A_24_P927041	PRND	ENST00000305817
A_24_P927189	OXNAD1	ENST00000285083
A_24_P927325	C2CD3	ENST00000313681
A_24_P927474		
A_24_P927614	ARVP6125	
A_24_P927716	SLED1	ENST00000506741
A_24_P928052	NRP1	
A_24_P928217	FAM134A	ENST00000430297
A_24_P928473	LOC728543	
A_24_P9285	LMAN2	ENST00000502721
A_24_P928510	THEM4	ENST00000368814
A_24_P928604		
A_24_P928901	SLC31A1	ENST00000374212
A_24_P928969	PTPN3	
A_24_P929322	FLJ42393	ENST00000392468
A_24_P929369	AP4E1	ENST00000261842
A_24_P929388	TMEM169	
A_24_P929441	ARID5A	
A_24_P92952	ARID1A	ENST00000532781
A_24_P929565	UNQ6975	ENST00000378479
A_24_P929754	MKNK2	ENST00000250896
A_24_P930111	SLC4A10	ENST00000446997
A_24_P930418	RBPMS	ENST00000520191
A_24_P930741	EPHA10	ENST00000373048
A_24_P930756	SCML4	ENST00000459992
A_24_P930926	BAG4	ENST00000287322
A_24_P930975	CD300LD	ENST00000375352
A_24_P931201	LOC100130071	
A_24_P931443	GPR68	ENST00000535815
A_24_P931736	LOC100133106	
A_24_P931964	LOC100128816	
A_24_P932016	HUWE1	ENST00000218328
A_24_P93206	TMEM179	ENST00000556573
A_24_P9321	HIST1H3I	ENST00000328488
A_24_P932305	LOC100129033	
A_24_P932339	LOC728716	
A_24_P932416	TMEM14E	ENST00000408960
A_24_P932418	AP2A2	ENST00000448903
A_24_P932594	ULK2	
A_24_P932646	LOC400943	ENST00000340444
A_24_P932736	HMBOX1	ENST00000397358
A_24_P932875	YPLR6490	
A_24_P932939	LOC401052	ENST00000420091
A_24_P933011	TMEM200C	ENST00000383490
A_24_P93309	CDNF	ENST00000378441
A_24_P933418	ABI2	ENST00000295851
A_24_P933492	ZDHHC21	ENST00000497966
A_24_P933685	LOC643797	
A_24_P93371	COMMD4	ENST00000338995
A_24_P933794	LOC646513	
A_24_P933908	GPNMB	ENST00000409458
A_24_P934126	LOC100128035	
A_24_P934387	SLC5A12	ENST00000396005
A_24_P93452		
A_24_P934563	MTCH2	ENST00000302503
A_24_P9346	SYNGAP1	ENST00000293748
A_24_P934800	ERI2	ENST00000357967
A_24_P935009	CRKL	ENST00000354336
A_24_P935103	ADCY9	ENST00000294016
A_24_P935345		ENST00000378432
A_24_P935491	COL3A1	ENST00000304636
A_24_P935506		
A_24_P935682	LOC100131541	
A_24_P935782	ZNF121	ENST00000538300
A_24_P935794	FAM150A	ENST00000358543
A_24_P935829	LOC100128993	ENST00000518417
A_24_P935881	SERF1B	
A_24_P935986	BCAT1	
A_24_P936010		
A_24_P936014	DKFZP434H168	
A_24_P936111	LOC100132099	
A_24_P936122	STX16	
A_24_P936145	GNAO1	
A_24_P93633	DENND4C	ENST00000380424
A_24_P93664		ENST00000337335
A_24_P93703	LOC440104	
A_24_P93720	LOC645984	
A_24_P937306	AP1S2	ENST00000380291
A_24_P937317	IL31	ENST00000377035
A_24_P937325	FGD4	ENST00000395742
A_24_P93736	FLJ40292	
A_24_P937405	PRSS23	ENST00000280258
A_24_P93741	RFT1	ENST00000296292
A_24_P93754	KDM4C	ENST00000381306
A_24_P937790	CCDC166	ENST00000542437
A_24_P937855	SIKE1	ENST00000369528
A_24_P938433		ENST00000492307
A_24_P93855	FOXP4	ENST00000307972
A_24_P938614	CDS1	ENST00000295887
A_24_P93896	CNNM2	ENST00000369875
A_24_P93948	KIF5A	ENST00000455537
A_24_P93967	FMR1	
A_24_P940006	EFNB3	ENST00000226091
A_24_P940059	IPCEF1	ENST00000265198
A_24_P940086	NXPH3	
A_24_P940115	DLC1	ENST00000276297
A_24_P940125	CNOT6	ENST00000261951
A_24_P940135	CTBS	ENST00000370630
A_24_P940149	C2CD2	ENST00000380486
A_24_P940166	PAPSS2	ENST00000456849
A_24_P940275	FRMPD4	ENST00000304087
A_24_P940310	URB1	ENST00000382751
A_24_P940365	C17orf104	ENST00000409122
A_24_P940411	CXorf36	ENST00000398000
A_24_P940434	LOC439914	ENST00000316124
A_24_P940477		
A_24_P940517	PCYOX1	ENST00000433351
A_24_P94054	STK4	ENST00000474717
A_24_P940620	CCDC57	ENST00000392343
A_24_P940644	SLIT1	ENST00000266058
A_24_P940666	MED1	ENST00000394287
A_24_P940776	BDP1	ENST00000545546
A_24_P940803	EPT1	ENST00000260585
A_24_P940897	OR2H1	ENST00000442615
A_24_P940921	SETX	ENST00000372169
A_24_P941038	VSTM4	ENST00000332853
A_24_P941051	CSTF2T	ENST00000331173
A_24_P941148	HAUS6	ENST00000380502
A_24_P941166	ZNF425	ENST00000378061
A_24_P941167	APOL6	ENST00000409652
A_24_P941188	OTUD3	ENST00000375120
A_24_P941217	SGPP2	ENST00000321276
A_24_P941268	CA5B	ENST00000318636
A_24_P941322	QKI	
A_24_P941336	TSR1	ENST00000301364
A_24_P941353	PCYT1B	ENST00000379145
A_24_P941359	FAM65B	ENST00000259698
A_24_P941376	ZNF473	ENST00000270617
A_24_P941441	GNA13	ENST00000439174
A_24_P941487	ZNF761	ENST00000454407
A_24_P941505	FAM120A	ENST00000277165
A_24_P941557	FAM125B	ENST00000545391
A_24_P941625	ZNF70	ENST00000341976
A_24_P941643	PLCB1	ENST00000378641
A_24_P941708	RUFY2	ENST00000399200
A_24_P941736	ACSBG1	ENST00000258873
A_24_P941759	G2E3	ENST00000206595
A_24_P941787	PRPF4B	ENST00000480058
A_24_P941824	KIF3B	ENST00000375712
A_24_P941831	TMEM237	ENST00000495329
A_24_P941866	C5orf56	ENST00000337752
A_24_P941896	GRID1	ENST00000327946
A_24_P941898	FAM22D	ENST00000412718
A_24_P941912	DTX3L	ENST00000296161
A_24_P941922	CNOT4	ENST00000315544
A_24_P941930	EAF1	ENST00000396842
A_24_P941988	SPAST	ENST00000345662
A_24_P942002	ACAP2	ENST00000326793
A_24_P942017	LOC100132356	
A_24_P942030	VAMP4	ENST00000415773
A_24_P942068	TANC2	ENST00000389520
A_24_P942112	POLR1B	
A_24_P942132	TRAPPC6B	ENST00000347691
A_24_P942211	SLC35E2	ENST00000234800
A_24_P942250	CHD9	ENST00000447540
A_24_P942321	FRMD4A	ENST00000357447
A_24_P942346	ECT2L	ENST00000423192
A_24_P942354	PITPNA	ENST00000313486
A_24_P942370	GALNT4	ENST00000529983
A_24_P942441	NRXN1	ENST00000536347
A_24_P942481	GPR180	
A_24_P942493	WSCD1	ENST00000317744
A_24_P942517	TMX4	ENST00000246024
A_24_P942600	WNK2	ENST00000432730
A_24_P942604	SMC1A	ENST00000322213
A_24_P942630	KDM6B	ENST00000254846
A_24_P942694	C10orf118	
A_24_P942730	ZSCAN29	ENST00000396976
A_24_P942743	ZFY	ENST00000155093
A_24_P942773	SLMAP	ENST00000295952
A_24_P942805	PGP	ENST00000333503
A_24_P942904	BMPER	ENST00000297161
A_24_P942921	UBXN10	
A_24_P942969	FUT2	ENST00000425340
A_24_P943017	CERS3	ENST00000284382
A_24_P943095	SPECC1	ENST00000395527
A_24_P943106	U2SURP	ENST00000473835
A_24_P943113	EIF4E3	
A_24_P94319	C1orf177	ENST00000371273
A_24_P943193	PREPL	
A_24_P943301	PEAR1	ENST00000292357
A_24_P943358	DBF4	ENST00000265728
A_24_P943370	GAGE1	ENST00000381709
A_24_P943393	AHNAK	ENST00000378024
A_24_P943472	NR1D2	
A_24_P943566	PHACTR1	ENST00000379350
A_24_P943575	CHD6	ENST00000373233
A_24_P943613	TBC1D1	ENST00000261439
A_24_P943781	C7orf58	ENST00000310396
A_24_P943815	PNPLA4	ENST00000444736
A_24_P943894	SCUBE3	ENST00000394681
A_24_P943922	CACHD1	ENST00000495994
A_24_P943949	LRRC8B	ENST00000330947
A_24_P943957	PIKFYVE	ENST00000264380
A_24_P943997	ARL5B	
A_24_P94402	MYCN	ENST00000281043
A_24_P944040	RRP1B	ENST00000340648
A_24_P944049	CEP68	ENST00000377990
A_24_P944131	GPR83	ENST00000243673
A_24_P944144	DIDO1	ENST00000395335
A_24_P944222	TMTC3	ENST00000266712
A_24_P944253	KLHL6	ENST00000489245
A_24_P944299	CDC42BPA	ENST00000334218
A_24_P944320	ZNF517	ENST00000530879
A_24_P944427	SETD5	ENST00000402466
