ID	GENE_SYMBOL	ENSEMBL_ID
(+)E1A_r60_1		
(+)E1A_r60_3		
(+)E1A_r60_a104		
(+)E1A_r60_a107		
(+)E1A_r60_a135		
(+)E1A_r60_a20		
(+)E1A_r60_a22		
(+)E1A_r60_a97		
(+)E1A_r60_n11		
(+)E1A_r60_n9		
(-)3xSLv1		
A_33_P3376622	MLLT6	ENST00000378137
A_33_P3376636	OPA3	ENST00000323060
A_33_P3376644	SENP6	ENST00000447266
A_33_P3376651		ENST00000511627
A_33_P3376661	FLJ46361	
A_33_P3376681	GPR139	ENST00000326571
A_33_P3376745		
A_33_P3376762	LOC388152	ENST00000442755
A_33_P3376781		
A_33_P3376786		ENST00000377469
A_33_P3376806	C10orf67	ENST00000323327
A_33_P3376821	GZMA	ENST00000274306
A_33_P3376828	CMTM7	ENST00000454304
A_33_P3376836		
A_33_P3376838	PAPPA2	ENST00000367661
A_33_P3376872	CELA3B	ENST00000374666
A_33_P3376873		
A_33_P3376925		
A_33_P3376947	ABCB9	ENST00000537276
A_33_P3376954		
A_33_P3376958	LOC96610	ENST00000390290
A_33_P3376965	CHAC1	ENST00000487220
A_33_P3376971	CHAC1	ENST00000446533
A_33_P3376976	LOC646813	
A_33_P3377005	C11orf35	ENST00000469990
A_33_P3377045	CDC37L1	ENST00000381858
A_33_P3377060	SSR1	ENST00000244763
A_33_P3377090		
A_33_P3377100	GHRH	ENST00000373614
A_33_P3377110	CYB561D1	
A_33_P3377130	MAP3K5	ENST00000367768
A_33_P3377151	CCL19	ENST00000378800
A_33_P3377176		
A_33_P3377187	BK250D10.8	ENST00000381348
A_33_P3377190	LOC100131662	
A_33_P3377194	ADRA1A	
A_33_P3377199	PRDX1	
A_33_P3377209	ENSA	ENST00000362052
A_33_P3377229	C11orf21	ENST00000381153
A_33_P3377239	LOC100270804	
A_33_P3377256	LOC388906	
A_33_P3377261	RNF7	
A_33_P3377269		
A_33_P3377274		
A_33_P3377294	TCF7L2	ENST00000349937
A_33_P3377304	TCF7L2	ENST00000346198
A_33_P3377346	LOC100132526	ENST00000502451
A_33_P3377364	ITGB4	ENST00000200181
A_33_P3377380		ENST00000450157
A_33_P3377391		
A_33_P3377399		ENST00000520078
A_33_P3377439	OR13C8	ENST00000335040
A_33_P3377459	PAPD5	ENST00000436909
A_33_P3377514	HOXA1	ENST00000343060
A_33_P3377519	HOXA6	ENST00000222728
A_33_P3377529	HOXA4	ENST00000428284
A_33_P3377549	XRCC5	ENST00000392133
A_33_P3377564	PRICKLE3	ENST00000538114
A_33_P3377609	SPAM1	
A_33_P3377619	C10orf46	ENST00000340214
A_33_P3377644	ZCCHC16	ENST00000340433
A_33_P3377649	PRSS16	ENST00000343467
A_33_P3377691	C4orf46	ENST00000379205
A_33_P3377703		ENST00000420143
A_33_P3377705		
A_33_P3377714		
A_33_P3377719	LOC100129112	
A_33_P3377729		
A_33_P3377744		
A_33_P3377750	KLC3	ENST00000391946
A_33_P3377760		
A_33_P3377763	FLJ36000	ENST00000468381
A_33_P3377786	LOC100509553	
A_33_P3377851	PNMAL2	
A_33_P3377888		
A_33_P3377911		
A_33_P3377994	WNK4	ENST00000316085
A_33_P3378011	MUC3A	
A_33_P3378031	TMEM18	ENST00000355654
A_33_P3378047	SESTD1	ENST00000428443
A_33_P3378051	SESTD1	
A_33_P3378056	TFAP2A	ENST00000478375
A_33_P3378061	AGBL3	ENST00000275763
A_33_P3378081	AGBL1	ENST00000421325
A_33_P3378101	AGBL4	ENST00000371839
A_33_P3378126	FBXO32	ENST00000287396
A_33_P3378136	OR5D14	ENST00000335605
A_33_P3378161	LOC100131066	
A_33_P3378171	LOC400940	
A_33_P3378212	MED25	ENST00000312881
A_33_P3378216		
A_33_P3378256	LOC100288568	
A_33_P3378269		
A_33_P3378272	CLDN4	ENST00000431918
A_33_P3378284	COX6B2	
A_33_P3378291	IL17REL	ENST00000341280
A_33_P3378318		
A_33_P3378334	SMC2	ENST00000303219
A_33_P3378354		ENST00000389600
A_33_P3378360	PRELID1	ENST00000504594
A_33_P3378383	DNM1P46	ENST00000341853
A_33_P3378384	DNM1P46	ENST00000341853
A_33_P3378412		
A_33_P3378420		ENST00000469965
A_33_P3378430	NOM1	ENST00000275820
A_33_P3378435		
A_33_P3378491		ENST00000390373
A_33_P3378509	USP38	
A_33_P3378514	PDE5A	ENST00000394439
A_33_P3378531	AS3MT	
A_33_P3378534	LOC100130627	
A_33_P3378545		ENST00000553812
A_33_P3378549		
A_33_P3378556	F11	ENST00000403665
A_33_P3378614	UG0898H09	
A_33_P3378630	LOC100131195	
A_33_P3378634		ENST00000506633
A_33_P3378644	PHC1	ENST00000544916
A_33_P3378654	FLJ31958	
A_33_P3378659	TARP	ENST00000436911
A_33_P3378665	TC2N	ENST00000340892
A_33_P3378680	ARHGAP26	ENST00000378013
A_33_P3378684		
A_33_P3378689	WAC	ENST00000338396
A_33_P3378697		
A_33_P3378702		
A_33_P3378707	LOC646214	
A_33_P3378737	TTC39B	ENST00000463391
A_33_P3378772	FAM98B	ENST00000305752
A_33_P3378777	FAM99B	ENST00000382166
A_33_P3378785	FAM99A	
A_33_P3378790	CASC1	
A_33_P3378800	AP2M1	ENST00000540821
A_33_P3378835	SLC9A3R1	ENST00000413388
A_33_P3378865	FAM120A	ENST00000375389
A_33_P3378880		ENST00000377803
A_33_P3378895	LOC340357	ENST00000530228
A_33_P3378915	ARHGEF18	ENST00000359920
A_33_P3378920	RBM14-RBM4	
A_33_P3378925	RBM14	ENST00000310137
A_33_P3378935	RBM14	ENST00000409372
A_33_P3378945		
A_33_P3378962		ENST00000419926
A_33_P3378972	UNC5D	ENST00000404895
A_33_P3379001	UNC5A	ENST00000329542
A_33_P3379004		
A_33_P3379017	HIC2	ENST00000407598
A_33_P3379039	IGLL5	ENST00000390321
A_33_P3379046	LOC729770	
A_33_P3379056		
A_33_P3379061	C9orf47	ENST00000375851
A_33_P3379076		ENST00000506335
A_33_P3379081		
A_33_P3379091	SYNGR1	
A_33_P3379106	LOC283867	
A_33_P3379116		
A_33_P3379136		
A_33_P3379141	HIST1H2APS1	
A_33_P3379157	MTCH1	ENST00000337855
A_33_P3379166	LOC100128869	
A_33_P3379176		
A_33_P3379190	OR6C4	ENST00000394256
A_33_P3379199	UQCR10	ENST00000406782
A_33_P3379215		
A_33_P3379231		
A_33_P3379251	LRRC30	ENST00000383467
A_33_P3379268	C17orf87	ENST00000399592
A_33_P3379326	MSR1	ENST00000355282
A_33_P3379341	LOC391322	
A_33_P3379356	ESR1	
A_33_P3379371	RYK	ENST00000473208
A_33_P3379377	MARS	ENST00000315473
A_33_P3379381	WDR78	ENST00000371023
A_33_P3379391	H2AFJ	ENST00000228929
A_33_P3379396	KRT1	ENST00000252244
A_33_P3379406	GREB1	ENST00000389825
A_33_P3379436	FAM74A4	ENST00000427006
A_33_P3379454	UHRF1	ENST00000543616
A_33_P3379456	SH3YL1	ENST00000356150
A_33_P3379463	LYPLA2	ENST00000374506
A_33_P3379482	LOC100130581	
A_33_P3379486	LOC100130581	
A_33_P3379492	LOC100131581	
A_33_P3379506	MITD1	ENST00000466880
A_33_P3379512	ZNF333	ENST00000392987
A_33_P3379526		
A_33_P3379535		
A_33_P3379556	C10orf71	ENST00000374144
A_33_P3379571	MAP3K9	ENST00000555993
A_33_P3379581	UBR2	ENST00000372903
A_33_P3379606	RGS7BP	ENST00000334025
A_33_P3379644	ALDH1A1	ENST00000376939
A_33_P3379669	RNF208	ENST00000392827
A_33_P3379680	OR2A5	ENST00000408906
A_33_P3379681		ENST00000555342
A_33_P3379701	TRIM36	
A_33_P3379712		
A_33_P3379726	CCDC106	ENST00000308964
A_33_P3379751	OR6S1	ENST00000320704
A_33_P3379763	LOC100289186	
A_33_P3379775	TLE1	ENST00000376463
A_33_P3379776		
A_33_P3379791		ENST00000418834
A_33_P3379801	DNAAF2	ENST00000406043
A_33_P3379811	C12orf77	ENST00000549828
A_33_P3379816	SMYD1	ENST00000295833
A_33_P3379841	CG030	
A_33_P3379881		ENST00000320930
A_33_P3379886	FGF2	ENST00000264498
A_33_P3379896	HES3	ENST00000377898
A_33_P3379906	OR11H6	ENST00000315519
A_33_P3379916	GLS	ENST00000320717
A_33_P3379922	PROC	ENST00000422777
A_33_P3379926	SLC17A4	ENST00000377905
A_33_P3379939	HLA-F	
A_33_P3379941	HMGXB3	
A_33_P3379947	HLA-B	ENST00000546599
A_33_P3379956	DCDC1	ENST00000342355
A_33_P3379962	HLA-A	ENST00000536480
A_33_P3379967	HLA-F	ENST00000460067
A_33_P3380006		
A_33_P3380032	PRAMEF13	ENST00000334600
A_33_P3380051	MYADML2	ENST00000330655
A_33_P3380056	C9orf30	ENST00000489377
A_33_P3380063	ADAMTSL4	ENST00000369041
A_33_P3380071	LOC100130673	
A_33_P3380076		
A_33_P3380086	PXN	ENST00000323871
A_33_P3380098	PXN	
A_33_P3380101	MAP7D1	ENST00000373153
A_33_P3380126	MORN3	ENST00000355329
A_33_P3380161	HNRNPU-AS1	ENST00000366527
A_33_P3380196	AKAP9	ENST00000394564
A_33_P3380211	AKAP9	ENST00000265737
A_33_P3380236		ENST00000423408
A_33_P3380246		ENST00000510211
A_33_P3380252	LOC151760	
A_33_P3380263	MTG1	ENST00000317502
A_33_P3380311	ATRX	ENST00000480283
A_33_P3380331	NKIRAS2	
A_33_P3380346	WHSC1	
A_33_P3380356	LOC100127991	
A_33_P3380361	PCGEM1	ENST00000454040
A_33_P3380372		
A_33_P3380383	TIFAB	
A_33_P3380405	CYTH1	
A_33_P3380417	SLC25A30	ENST00000536510
A_33_P3380452	OR5B12	ENST00000302572
A_33_P3380457	GPR88	ENST00000315033
A_33_P3380462	GPR88	ENST00000315033
A_33_P3380472	HCAR1	ENST00000432564
A_33_P3380477	HCAR1	ENST00000356987
A_33_P3380493	SH3BGRL3	ENST00000374243
A_33_P3380502	GPR85	
A_33_P3380523	PRTFDC1	ENST00000376376
A_33_P3380529	PRTFDC1	ENST00000376378
A_33_P3380567	SHARPIN	ENST00000532536
A_33_P3380582		ENST00000330493
A_33_P3380587	EIF2C1	ENST00000373206
A_33_P3380597	PRR14L	ENST00000431684
A_33_P3380612	HSPG2	ENST00000412328
A_33_P3380618	HSPG2	ENST00000430507
A_33_P3380625	HSPG2	ENST00000374676
A_33_P3380642	FRAS1	ENST00000264899
A_33_P3380647	FRAS1	
A_33_P3380652	ADAM28	ENST00000540823
A_33_P3380682	TBPL1	ENST00000367871
A_33_P3380693	ADAM15	
A_33_P3380702	OR5L1	ENST00000333973
A_33_P3380742	TIMM17B	ENST00000466995
A_33_P3380751	ST8SIA1	ENST00000261197
A_33_P3380762	HSD52	
A_33_P3380772	C20orf160	ENST00000339619
A_33_P3380783	LOC100128184	
A_33_P3380793	C22orf34	ENST00000444628
A_33_P3380797	FGF3	
A_33_P3380807	TLR9	ENST00000360658
A_33_P3380837	AMZ1	ENST00000312371
A_33_P3380850	PAX2	
A_33_P3380867	STAT5B	ENST00000293328
A_33_P3380883	XPA	ENST00000462523
A_33_P3380897	ATP6V1C1	
A_33_P3380913		
A_33_P3380917		
A_33_P3380932	ZNF800	ENST00000393312
A_33_P3380944	GPR116	ENST00000265417
A_33_P3380982	TMEM30A	ENST00000545449
A_33_P3380992	AKR1B15	ENST00000423958
A_33_P3381022	ICMT	ENST00000362035
A_33_P3381044		
A_33_P3381052	OR10K1	ENST00000289451
A_33_P3381064		ENST00000359888
A_33_P3381067	OR10Q1	ENST00000316770
A_33_P3381077	OR10S1	ENST00000531945
A_33_P3381087	CSTL1	ENST00000538508
A_33_P3381092	OR10W1	ENST00000395079
A_33_P3381097	OR10V1	ENST00000307552
A_33_P3381107	OR10Z1	ENST00000361284
A_33_P3381117	LOC100128563	
A_33_P3381127	FAS	
A_33_P3381132		
A_33_P3381147	KRTAP5-3	ENST00000399685
A_33_P3381177		ENST00000390307
A_33_P3381183	EGFEM1P	ENST00000511230
A_33_P3381186	SLC5A8	ENST00000536262
A_33_P3381191	FOXRED2	ENST00000397223
A_33_P3381206		ENST00000390318
A_33_P3381235	LOC100127888	ENST00000411824
A_33_P3381245	PDCD5	ENST00000221784
A_33_P3381255	CLEC2A	ENST00000339766
A_33_P3381259		ENST00000439960
A_33_P3381265	CYB5R2	ENST00000299497
A_33_P3381292		
A_33_P3381305		
A_33_P3381313	FAM160A1	ENST00000505231
A_33_P3381318	FAM160A1	ENST00000505231
A_33_P3381328	FAM201A	ENST00000484285
A_33_P3381338	TNXB	ENST00000375247
A_33_P3381361	SPG7	ENST00000312632
A_33_P3381378	PAX1	ENST00000398485
A_33_P3381393	VAX1	ENST00000369206
A_33_P3381398	VAX1	ENST00000277905
A_33_P3381410	ORC2	ENST00000410039
A_33_P3381429		
A_33_P3381443	SCRN1	ENST00000409570
A_33_P3381454	C1orf56	ENST00000368926
A_33_P3381458		
A_33_P3381464		
A_33_P3381478	LRRIQ3	ENST00000395089
A_33_P3381483	ZNF331	ENST00000253144
A_33_P3381490	NKX2-8	ENST00000258829
A_33_P3381513	CD274	ENST00000492923
A_33_P3381608	VWA5B1	ENST00000375089
A_33_P3381613		
A_33_P3381621	PLB1	ENST00000329020
A_33_P3381623	PLB1	ENST00000329020
A_33_P3381647	AKT2	ENST00000392038
A_33_P3381666	ABLIM2	ENST00000428004
A_33_P3381671	LOC731424	
A_33_P3381684	TCHH	ENST00000368804
A_33_P3381691	C20orf62	ENST00000372910
A_33_P3381701		
A_33_P3381707	ISPD	
A_33_P3381751	TIAM1	ENST00000399841
A_33_P3381762		
A_33_P3381771	C17orf39	ENST00000268719
A_33_P3381777	TREML1	ENST00000426005
A_33_P3381781	RPRD2	ENST00000369067
A_33_P3381796	LOC393078	
A_33_P3381816	INVS	ENST00000374921
A_33_P3381821	CAPN14	ENST00000398824
A_33_P3381827	OSBPL2	ENST00000253000
A_33_P3381832	FAM166A	ENST00000388932
A_33_P3381836	SPINK14	ENST00000356972
A_33_P3381851	KRTAP10-10	ENST00000380095
A_33_P3381870	EPB49	
A_33_P3381899	SYNGR3	ENST00000320633
A_33_P3381943	DMTF1	ENST00000394702
A_33_P3381948	WTIP	ENST00000270288
A_33_P3381963		
A_33_P3381966	LOC100129311	
A_33_P3381996		ENST00000525043
A_33_P3382031	TMEM236	ENST00000480516
A_33_P3382041		
A_33_P3382086	FAM195A	ENST00000491999
A_33_P3382100	IGFN1	ENST00000437879
A_33_P3382105		
A_33_P3382111		
A_33_P3382118		
A_33_P3382125		
A_33_P3382137	LOC728671	
A_33_P3382143	STARD13	ENST00000399364
A_33_P3382147	STARD13	ENST00000487412
A_33_P3382157	PICALM	
A_33_P3382162	RFX5	ENST00000368870
A_33_P3382177	TIMP2	ENST00000262768
A_33_P3382217	KIF3A	ENST00000541316
A_33_P3382222	C6orf220	
A_33_P3382229	TNNT3	
A_33_P3382236	KIAA1598	ENST00000392901
A_33_P3382267	SEC16A	ENST00000404925
A_33_P3382271		
A_33_P3382276	ST6GAL1	ENST00000468614
A_33_P3382281	C20orf94	ENST00000488816
A_33_P3382291	LOC100133957	
A_33_P3382296	LOC100129662	
A_33_P3382303	FMNL1	ENST00000328118
A_33_P3382309	PRDM16	ENST00000378398
A_33_P3382324	TPSD1	ENST00000211076
A_33_P3382331	HSPA6	ENST00000545155
A_33_P3382344		ENST00000553990
A_33_P3382351	RNASEK	
A_33_P3382359		
A_33_P3382380	UBQLN4	ENST00000368307
A_33_P3382399	KRTAP3-1	ENST00000391588
A_33_P3382403	FAM75A3	
A_33_P3382412	ZNF468	ENST00000396409
A_33_P3382423	ZNF428	ENST00000300811
A_33_P3382471	CYP4A22	ENST00000490948
A_33_P3382489		ENST00000429878
A_33_P3382493	SIGLEC14	ENST00000360844
A_33_P3382498	SIGLEC14	ENST00000360844
A_33_P3382513	RPUSD1	ENST00000007264
A_33_P3382538	JRKL	ENST00000332349
A_33_P3382553		
A_33_P3382560	RPL23A	ENST00000394938
A_33_P3382565	KIF26B	ENST00000407071
A_33_P3382588	WNT1	ENST00000380414
A_33_P3382595	RN7SK	
A_33_P3382606	FBXW12	ENST00000296438
A_33_P3382629		ENST00000477589
A_33_P3382634		
A_33_P3382648	RBMY1B	
A_33_P3382685		
A_33_P3382709	LEMD3	ENST00000308330
A_33_P3382714	LOC144742	
A_33_P3382730	LARP4B	ENST00000406525
A_33_P3382746	LCK	ENST00000373564
A_33_P3382748	KDM5A	ENST00000399787
A_33_P3382754		
A_33_P3382758		ENST00000531730
A_33_P3382766	FAM27A	
A_33_P3382769	UBE2Q2P3	
A_33_P3382803	FLJ43390	
A_33_P3382830	LOC643623	
A_33_P3382835	NYNRIN	ENST00000382554
A_33_P3382849	ACR	ENST00000527761
A_33_P3382856	DCN	ENST00000456569
A_33_P3382860	RND2	ENST00000544533
A_33_P3382867	LOC389834	
A_33_P3382887		
A_33_P3382910	GIN1	ENST00000513747
A_33_P3382914	LOC100130587	
A_33_P3382919	LOC100130587	
A_33_P3382924	SPARC	ENST00000231061
A_33_P3382944	YJEFN3	ENST00000397179
A_33_P3382949		
A_33_P3382959	CASP8AP2	ENST00000551025
A_33_P3382999	PSAPL1	ENST00000319098
A_33_P3383004	PSAPL1	ENST00000319098
A_33_P3383009		
A_33_P3383029	MXI1	ENST00000369613
A_33_P3383034	UBA2	ENST00000439527
A_33_P3383044		
A_33_P3383054		ENST00000411509
A_33_P3383059	LOC339352	
A_33_P3383065	LOC100130705	
A_33_P3383071	LOC100653108	
A_33_P3383075		
A_33_P3383079		ENST00000508187
A_33_P3383084		
A_33_P3383094		ENST00000401499
A_33_P3383149	ZCWPW2	ENST00000421010
A_33_P3383169	PP13004	
A_33_P3383174	LOC644366	
A_33_P3383184	SP9	ENST00000394967
A_33_P3383189	SP9	ENST00000394967
A_33_P3383205	OK/SW-CL.58	
A_33_P3383226	GP9	ENST00000307395
A_33_P3383233	NDRG2	
A_33_P3383236	C2orf62	ENST00000494447
A_33_P3383246	OR52R1	ENST00000356069
A_33_P3383261	SIKE1	ENST00000060969
A_33_P3383271	OR6C3	ENST00000379667
A_33_P3383276	OR6C2	ENST00000322678
A_33_P3383283	CASP10	
A_33_P3383287		ENST00000354995
A_33_P3383292	LOC100129620	ENST00000425113
A_33_P3383296	OR6C6	ENST00000358433
A_33_P3383326	LPAR1	ENST00000374430
A_33_P3383331	SLC35A3	ENST00000370156
A_33_P3383351	COL5A1	ENST00000464187
A_33_P3383356	GLT8D2	ENST00000548660
A_33_P3383371		
A_33_P3383381	SPHKAP	ENST00000392056
A_33_P3383422	DHRS4	
A_33_P3383431	DHRS4	ENST00000382761
A_33_P3383436	DHRS4L1	
A_33_P3383471	PPP1R1A	ENST00000379690
A_33_P3383486		
A_33_P3383491	ENPP7	ENST00000328313
A_33_P3383524	LOC91948	
A_33_P3383531		
A_33_P3383551	SEC14L3	ENST00000415957
A_33_P3383556	SEC14L3	ENST00000434642
A_33_P3383561	POLR2F	ENST00000443002
A_33_P3383566	PRAMEF1	
A_33_P3383601	QRFP	ENST00000343079
A_33_P3383606	KCP	ENST00000476647
A_33_P3383611	KCP	ENST00000487494
A_33_P3383626	ZSCAN5D	
A_33_P3383656	DUSP28	ENST00000405954
A_33_P3383687		
A_33_P3383696	SPEG	ENST00000312358
A_33_P3383724	TRIM61	ENST00000329314
A_33_P3383756	WHSC1L1	ENST00000316985
A_33_P3383762		
A_33_P3383796	GOLGA7B	
A_33_P3383816	LOC400657	
A_33_P3383836	TRIM9	ENST00000555170
A_33_P3383856	TREX2	ENST00000330912
A_33_P3383861	LOC646471	
A_33_P3383866	TREX1	ENST00000422277
A_33_P3383871	FEM1C	ENST00000274457
A_33_P3383876		ENST00000454196
A_33_P3383891		
A_33_P3383900		
A_33_P3383912	HLA-DRB3	ENST00000412634
A_33_P3383936	DHX30	ENST00000395745
A_33_P3383950		ENST00000504861
A_33_P3383955	DDB2	ENST00000378600
A_33_P3383970	TLR10	
A_33_P3383975		ENST00000522186
A_33_P3383988		ENST00000390441
A_33_P3383994	TRIM67	ENST00000366653
A_33_P3384000	ATP10A	ENST00000389967
A_33_P3384045	NSAP11	
A_33_P3384052	RAX	ENST00000334889
A_33_P3384058	WNT9A	
A_33_P3384078	AKD1	ENST00000355283
A_33_P3384108	SLC19A1	
A_33_P3384133	C17orf99	ENST00000340363
A_33_P3384148	C12orf40	ENST00000324616
A_33_P3384202	OR8D4	ENST00000321355
A_33_P3384229		
A_33_P3384252		ENST00000400768
A_33_P3384255		
A_33_P3384260	HNRNPA1	ENST00000546500
A_33_P3384265		
A_33_P3384272	ATP1A1	ENST00000369494
A_33_P3384284	FAM48B1	
A_33_P3384287	PALM	ENST00000338448
A_33_P3384312		
A_33_P3384322	LOC100132006	
A_33_P3384332	OR13A1	ENST00000374401
A_33_P3384337		
A_33_P3384362	ZIC1	ENST00000474034
A_33_P3384392	ADRBK1	ENST00000416281
A_33_P3384427		
A_33_P3384432	TFDP2	
A_33_P3384442	LAMA5	ENST00000370677
A_33_P3384452	TFDP1	ENST00000375370
A_33_P3384462	THSD4	ENST00000355327
A_33_P3384477		ENST00000342892
A_33_P3384492	LOC100127946	ENST00000534086
A_33_P3384498	LOC100128946	ENST00000380981
A_33_P3384502	LOC100128946	ENST00000380981
A_33_P3384543	POMGNT1	ENST00000396420
A_33_P3384548		
A_33_P3384552	LOC388553	
A_33_P3384562	PDLIM7	ENST00000355572
A_33_P3384578		ENST00000319387
A_33_P3384617		
A_33_P3384628		
A_33_P3384642		ENST00000375958
A_33_P3384652		ENST00000375955
A_33_P3384657		ENST00000472151
A_33_P3384667	DCAF5	ENST00000389997
A_33_P3384694		
A_33_P3384695	NCALD	
A_33_P3384710	C17orf63	ENST00000341217
A_33_P3384721	NDUFB8	ENST00000370320
A_33_P3384730		ENST00000529568
A_33_P3384750		ENST00000445617
A_33_P3384775	ZNF295	ENST00000398497
A_33_P3384795		
A_33_P3384825	CTDNEP1	ENST00000318988
A_33_P3384835	LOC100505719	
A_33_P3384845	POFUT1	ENST00000375730
A_33_P3384871	FBXO5	ENST00000477822
A_33_P3384885	ZNF511	ENST00000359035
A_33_P3384900	SNRPD2P2	
A_33_P3384902	OR6X1	ENST00000327930
A_33_P3384913		
A_33_P3384932	NUDT8	ENST00000376693
A_33_P3384942		
A_33_P3384958	LPPR4	ENST00000263178
A_33_P3384977		
A_33_P3384988	SLC30A5	ENST00000380860
A_33_P3384997		ENST00000402278
A_33_P3385002	ELK1	ENST00000376983
A_33_P3385006	SLC39A5	ENST00000447080
A_33_P3385062	HAUS3	ENST00000243706
A_33_P3385081		ENST00000409243
A_33_P3385101	TOLLIP	ENST00000382211
A_33_P3385121	LOC100129322	
A_33_P3385148	C1orf186	ENST00000331555
A_33_P3385161	EFCAB9	ENST00000398186
A_33_P3385266	ABCC6	
A_33_P3385281	KCNG3	ENST00000394973
A_33_P3385351		
A_33_P3385361	NOL7	ENST00000474485
A_33_P3385371	NAP1L6	ENST00000373518
A_33_P3385376	SYPL2	
A_33_P3385387		
A_33_P3385417		
A_33_P3385431		
A_33_P3385436	PLAC8L1	ENST00000311450
A_33_P3385441		
A_33_P3385453	BRCC3	ENST00000399026
A_33_P3385461	BRCC3	ENST00000399042
A_33_P3385471	OR4A47	ENST00000446524
A_33_P3385477	ATAD3B	
A_33_P3385488	RPS18	ENST00000473705
A_33_P3385516	CBLN4	ENST00000064571
A_33_P3385561		ENST00000398387
A_33_P3385567	ARNTL	ENST00000472842
A_33_P3385656	FNDC9	ENST00000312349
A_33_P3385662	LOC441736	
A_33_P3385671		
A_33_P3385681	LOC100130768	
A_33_P3385686		
A_33_P3385696	OR52D1	ENST00000322641
A_33_P3385706	OR52I1	ENST00000450052
A_33_P3385711	OR52H1	ENST00000322653
A_33_P3385716	OR52K1	ENST00000307632
A_33_P3385725	OR52M1	ENST00000360213
A_33_P3385732	OR52L1	ENST00000332249
A_33_P3385750	ZNF793	ENST00000322299
A_33_P3385755	OR52R1	ENST00000380382
A_33_P3385762	OR52W1	ENST00000311352
A_33_P3385765	ZNF763	
A_33_P3385775	ZNF703	ENST00000331569
A_33_P3385782	ZNF713	
A_33_P3385785	S100A12	ENST00000368736
A_33_P3385837	C10orf68	ENST00000375025
A_33_P3385842	CCDC7	ENST00000435402
A_33_P3385870	CCNG2	ENST00000316355
A_33_P3385882	HBCBP	
A_33_P3385909	UBASH3A	ENST00000450356
A_33_P3385912		
A_33_P3385957	TTLL1	ENST00000440761
A_33_P3385983	ZNF20	ENST00000292241
A_33_P3385988		ENST00000266182
A_33_P3385993	TTLL9	ENST00000375934
A_33_P3386019		
A_33_P3386062	LOC283585	ENST00000557527
A_33_P3386067	EBF3	ENST00000440978
A_33_P3386089		ENST00000376987
A_33_P3386099	ELK1	ENST00000343894
A_33_P3386117	RER1	
A_33_P3386132	C2orf49	ENST00000437250
A_33_P3386147		
A_33_P3386150	NRADDP	
A_33_P3386156	CELF5	ENST00000334293
A_33_P3386181	ZFP64	ENST00000371515
A_33_P3386195		ENST00000525097
A_33_P3386203	OR2T10	ENST00000330500
A_33_P3386219	DCLRE1C	
A_33_P3386237	LOC100132529	
A_33_P3386242	CNKSR1	ENST00000374253
A_33_P3386262	CDT1	ENST00000301019
A_33_P3386288	SCD5	ENST00000273908
A_33_P3386297		
A_33_P3386344	FANCA	ENST00000534992
A_33_P3386364	FANCF	ENST00000327470
A_33_P3386414	DCAF4L2	ENST00000319675
A_33_P3386429	SENP6	ENST00000447266
A_33_P3386453	ARHGAP5	ENST00000557643
A_33_P3386459	ARHGAP5	ENST00000554090
A_33_P3386463		
A_33_P3386467	RPL23AP7	ENST00000423888
A_33_P3386487		
A_33_P3386506	NFKBIL1	
A_33_P3386508	LOC100132273	ENST00000417327
A_33_P3386532	MRPL38	ENST00000464758
A_33_P3386547	SGPP2	
A_33_P3386558	FRMD4A	ENST00000378503
A_33_P3386562	AGBL4	ENST00000371838
A_33_P3386566	AGBL4	ENST00000371836
A_33_P3386572	AGBL4	ENST00000497451
A_33_P3386581	ANKRD40	ENST00000285243
A_33_P3386591		ENST00000333110
A_33_P3386621		ENST00000399413
A_33_P3386671	RORC	ENST00000356728
A_33_P3386681	MS4A13	ENST00000378186
A_33_P3386686	LOC100132874	
A_33_P3386716	PPP1R15B	ENST00000367188
A_33_P3386723		
A_33_P3386726	PI4KB	
A_33_P3386746	C10orf112	ENST00000454679
A_33_P3386760	CHEK2	ENST00000454252
A_33_P3386765	ABHD14A	ENST00000273596
A_33_P3386770		ENST00000532625
A_33_P3386775	ADAM11	ENST00000355638
A_33_P3386835	SLC20A2	ENST00000523340
A_33_P3386870		
A_33_P3386932	FAM86A	ENST00000511488
A_33_P3386935	KIAA1841	ENST00000295031
A_33_P3386955	MRPS5	ENST00000345084
A_33_P3386965	PIGM	ENST00000368090
A_33_P3386970		
A_33_P3386995	TXNDC11	ENST00000436567
A_33_P3387005	LOC100132069	
A_33_P3387016		
A_33_P3387045	CYB5D1	ENST00000332439
A_33_P3387050	C8orf82	ENST00000313465
A_33_P3387062		
A_33_P3387075		
A_33_P3387090		
A_33_P3387095		
A_33_P3387106		
A_33_P3387110	LOC145783	
A_33_P3387115		ENST00000409845
A_33_P3387145	SH3KBP1	ENST00000431164
A_33_P3387155	LOC374443	
A_33_P3387164	TCP11	ENST00000469514
A_33_P3387170	LOC100129196	ENST00000454613
A_33_P3387272	EEF1A1	ENST00000455918
A_33_P3387300	FXR1	ENST00000476672
A_33_P3387320	RPL31	ENST00000409000
A_33_P3387352		ENST00000411514
A_33_P3387365	PXMP4	
A_33_P3387420	PKHD1	ENST00000393616
A_33_P3387429		
A_33_P3387450		
A_33_P3387455	SFMBT2	ENST00000379711
A_33_P3387458	SFMBT2	ENST00000379713
